source_type,raw_text,language,event_date,label_gpt
stackoverflow,how to fix use of unstable library feature 'test': `bench` is a part of custom test frameworks which are unstable,rust,2023,testing_qa
stackoverflow,"swiftui: how can i limit a string to be displayed as one line, and support automatic scaling to a specified ratio, sliding to view the full text",swift,2023,mobile
stackoverflow,unavailableexception: servlet class my.package_name.<any>servlet is not a javax.servlet.servlet when using maven instead of eclipse app engine plugin,java,2024,web backend
stackoverflow,openssl::ssl::sslerror eof while reading when collecting data through google apis in a rails 7 app,ruby,2024,web backend
stackoverflow,saving modelsummary resulting flextable as .docx lose horizontal line that separates estimates from goodness of fit measure,r,2025,data_ai
stackoverflow,"javafx runs in vscode but javafx with scene builder gives ""error: javafx runtime components are missing, and are required to run this application""",java,2023,embedded
stackoverflow,"how do i implement "" implementation 'com.google.mlkit:barcode-scanning:17.2.0' "" in the new gradle 8.4 as it seems to be in different format",kotlin,2024,data_ai
stackoverflow,conversion of all values to zero during the matrix multiplication with a scalar in the implementation of a neural network in c,c,2024,data_ai
stackoverflow,ios 26 notification content extension extensioncontext.open() fails on cold start with lsapplicationworkspaceerrordomain code=115,swift,2025,mobile
stackoverflow,redoc documentation for tapir endpoint with sealed heirarchy not rendering as expected,scala,2023,web backend
stackoverflow,is it safe to run a container based on a higher version of linux on a lower version of the linux operating system?,c,2025,devops_cloud
stackoverflow,rails: how to render a string containing both user input and added html entities (composed in a model method)?,ruby,2024,web backend
stackoverflow,the slight differences in correlation coefficient results between using numpy/pandas and implementing the math directly in python without packages?,python,2024,data_ai
stackoverflow,retrieve query parameter with rfc3986 reserved characters not decoded in tapir/http4s,scala,2023,web backend
stackoverflow,"with the keybord module gone from python, are there any build in replacment modules in the latest version that can tell when certain keys are inputed?",python,2024,developer tools
stackoverflow,performance issues with devextreme angular components (v25.1): inefficient hover class manipulation on dom elements,typescript,2025,web frontend
stackoverflow,how do i solve two errors appearing when i try to configure vs code to use the c/c++ compiler and run my c program codes?,c,2024,developer tools
stackoverflow,how to expand and shrink views inside of a horizontal scrollview without affecting the frame of the parent hstack in swiftui,swift,2024,mobile
stackoverflow,sqlite on android: android.database.sqlite.sqlitereadonlydatabaseexception: attempt to write a readonly database (code 1032 sqlite_readonly_dbmoved),java,2023,mobile
stackoverflow,escaping $ variable interpolation in a multiline match,perl,2025,developer tools
stackoverflow,how do smart pointer performance concerns compare in server core codebases (e.g google's) vs large scale time critical embedded systems (e.g nasa)?,c++,2023,embedded
stackoverflow,app crashing only on appstore reviewer's device during review phase. can't replicate the crash nor can any of my testfighters. diagnosing with atos,swift,2023,testing_qa
stackoverflow,can we use a single appsettings.json file instead of maintaining multiple versions of appsettings.{environmentname}.json for different environments?,c#,2023,devops_cloud
stackoverflow,"how can i fix a gap issue that appears on a website when viewed on a phone, it appears when i hold the slide the content sideways","php, javascript",2025,web frontend
stackoverflow,should i declare a 'nonisolated' or 'async' function in my 'mainactor' view model for work that will run inside and outside of the mainactor context?,swift,2023,developer tools
stackoverflow,passing parameters to parent constructor using perl's new class syntax,perl,2024,embedded
stackoverflow,com.google.auth.oauth2.googleauthexception: error getting access token for service account: stream is closed. while uploading image to cloud storage,java,2023,devops_cloud
stackoverflow,since a ruby container upgrade we expirience a lot of: `openssl::ssl::sslerror` `ssl_read: unexpected eof while reading` issues,ruby,2023,devops_cloud
stackoverflow,what is the correct usage of interlockedcompareexchange for optimistic synchronization to avoid the new c28112 warning in msvc?,c,2024,developer tools
stackoverflow,i have to find 9 argument of the varistor formula of ltspice simulation. i start with random values passed in a minimize algo but the output is wrong,python,2023,developer tools
stackoverflow,how do i solve php deprecated: return type of symfony\component\console\helper\helperset::getiterator() when install a new laravel project,php,2023,web backend
stackoverflow,"why in vue 3, when using a function (with the ref property) to bind the dynamic value of a class, the class can change when the ref value changes?",javascript,2023,web frontend
stackoverflow,create a custom wordpress menu shows a list of posts as sub menu based on its parent menu items (categories) and display using a shortcode,php,2024,web frontend
stackoverflow,"why use rust traits for ""implementing shared behavior"" if each object with the same trait still needs its own implementation written?",rust,2025,developer tools
stackoverflow,how to implement a generic trait method in scala 3 when the generic and concrete signatures match?,scala,2024,developer tools
stackoverflow,another navigator is already registered for this container. you likely have multiple navigators under a single navigationcontainer,"typescript, javascript",2025,embedded
stackoverflow,"failed to instantiate [...sparksession]: factory method 'sparksession'-can't invoke ""java.util.map.get(object)"" because ""currentvalues"" is null",java,2024,data_ai
stackoverflow,cannot resolve scoped service 'xx.ienumerable`1[xx.idbcontextoptionsconfiguration`1[xx.exampledbcontext]]...' after upgrading from .net 8 to .net 9,c#,2024,developer tools
stackoverflow,golang migrate installation failing on ubuntu 22.04 with the following gpg error public key is not available: no_pubkey b53dc80d13edef05,go,2023,devops_cloud
stackoverflow,unescape c-like strings from gettext with perl,perl,2025,developer tools
stackoverflow,how do i share a variable from one script to another in roblox studio?,lua,2023,game
stackoverflow,how can i prevent pickerinput options in a shinydashboard sidebar menu from cutting off when the mouse moves outside the sidebar?,r,2023,web frontend
stackoverflow,"undefined symbol:open3d::io::createimagefromfile(std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char>> const&)",c++,2023,embedded
stackoverflow,swiftui - justify text by words without using uitextview. and not change kerning - full code here almost working - pics attached,swift,2023,mobile
stackoverflow,"why does rust complain ""borrowed value does not live long enough"" when returning an async future from a method?",rust,2025,developer tools
stackoverflow,long pressing one div with the contenteditable attribute and then long pressing another contenteditable div will result in a display error,javascript,2025,web frontend
stackoverflow,"in rust's pyo3, how do i represent a custom python class that's implemented in python, such that the pyo3 struct can check types?","rust, python",2023,data_ai
stackoverflow,how can i make vscode act as a server to debug golang apps with delve when i run `dlv dap --client-addr=:2345` in the remote machine?,go,2024,developer tools
stackoverflow,"why does truncating a datetime to ""day"" cause me to get the wrong result when subtracting a day?",perl,2024,data_ai
stackoverflow,excetption thrown while executing akka streams doesn't contain any references to the source code,scala,2023,data_ai
stackoverflow,invaliddataaccessapiusageexception: org.hibernate.transientobjectexception: persistent instance references an unsaved transient instance,java,2025,web backend
stackoverflow,material ui styled components are thrown typescript error jsx element type does not have any construct or call signatures.ts(2604),typescript,2025,web frontend
stackoverflow,flutter & dart sql lite package: is it possible to execute multiple update statements in one query (different wherearg each time),dart,2024,mobile
stackoverflow,"module was compiled with an incompatible version of kotlin. the binary version of its metadata is 1.8.0, expected version is 1.6.0 (flutter build apk)",kotlin,2023,mobile
stackoverflow,"rails 6 - <%= link_to %> is not opening modal to confirm deletion and just deleting, how to ensure confirmation before deletion?",ruby,2024,web frontend
stackoverflow,swiftdata struggles. cannot insert 'myclass' in this managed object context because it is not found in the associated managed object model,swift,2023,data_ai
stackoverflow,how to get all combinations of rows in a data.frame while keeping the values ​in the second column for any number of combinations?,r,2025,data_ai
stackoverflow,bundler can't resolve a version for sorbet-static that matches my current platform; found sorbet-static ... that did not match the current platform,ruby,2023,developer tools
stackoverflow,ruby on rails upgrade 7 to 8 my mixins for doorkeeper not recognized,ruby,2025,web backend
stackoverflow,is it possible to 'stream' the maximum of the output of a for-comprehension in scala?,scala,2023,data_ai
stackoverflow,"i am trying to make a python list with dict items inside, to replicate a shopping list. i've written the code, but they're getting double displayed",python,2024,developer tools
stackoverflow,rsa-sha256 with pss padding invalid signature error on json data types but work on simple string (go lang againt python),"go, python",2023,data_ai
stackoverflow,how can i animate opacity on a parent container while preserving backdrop-filter: blur() on child elements during the animation?,javascript,2025,web frontend
stackoverflow,"in scala, how to serialize a single abstract method interface that carries an outer object that cannot be serialized?",scala,2024,data_ai
stackoverflow,extracting entries in a dataframe corresponding to n smallest positive values and n largest negative values of a certain variable in r,r,2024,data_ai
stackoverflow,getmaterialapp.router clear all route get.rootdelegate.navigatorkey.currentstate! .popuntil((route) => route.isfirst) in flutter web,dart,2023,mobile
stackoverflow,how to integrate azure ad authentication in asp.net (on .net 4.7) web application using owin without enablling anonymouse authentication in project,c#,2023,web backend
stackoverflow,command 'c:\\program files\\microsoft visual studio\\2022\\community\\vc\\tools\\msvc\\14.44.35207\\bin\\hostx86\\x64\\cl.exe' failed with exit code 2,python,2025,developer tools
stackoverflow,does interrupt after clear-on-read memory read in processor pipeline will cause re-reading the memory when the interrupt returns?,c,2023,embedded
stackoverflow,why does pycharm show that the return of a classmethod called on a class derived from a generic class is not an instance of the derived class?,python,2025,developer tools
stackoverflow,"ts7053: element implicitly has an 'any' type because expression of type 'string' can't be used to index type 'app', if string is a method component?",typescript,2025,web frontend
stackoverflow,is there a bash-perl shortcut to count the number of matches in each line?,perl,2024,developer tools
stackoverflow,"sourcemap is likely to be incorrect: a plugin (terser) was used to transform files, but didn't generate a sourcemap for the transformation",typescript,2023,web frontend
stackoverflow,"failed to deserialize form body: invalid type: sequence, expected a string when trying to deserialize web form with rust and axum",rust,2023,web backend
stackoverflow,how do i pass a google calendar event via a spring boot controller as the json request body?,scala,2023,web backend
stackoverflow,javax.net.ssl|error|83|reactor-http-nio-12|transportcontext.java:363|fatal (internal_error): closing inbound before receiving peer's close_notify (,java,2023,security
stackoverflow,how to interpolate a type name as a string literal inside an invocation of the quote macro (from the quote crate)?,rust,2024,developer tools
stackoverflow,"how would you add this ios 26 ""liquidy"" droplet background and animation to your own views or custom tab bar from scratch?",swift,2025,mobile
stackoverflow,"why do i get ""typeerror: open() missing required argument 'flags' (pos 2)"" or ""typeerror: an integer is required (got type str)"" when opening a file?",python,2023,developer tools
stackoverflow,perl xml::libxml and storable equals segfault?,perl,2025,embedded
stackoverflow,"if we split data into multiple parts and process each part in parallel & combine the results, is that asynchronous or synchronous parallel algorithm?",java,2023,data_ai
stackoverflow,"from a string i am manually setting the date and time in calendar, for the other days it is working fine but for 28 and 29 feb it is setting wrong val",java,2024,testing_qa
stackoverflow,child process of cagefs_virtual_address_pipe transport returned 255 (could mean shell command ended by signal 127,php,2025,devops_cloud
stackoverflow,"create a new column of dictionaries where keys are in another column of lists, and values are found by looking up the keys in another column",python,2025,data_ai
stackoverflow,why am i getting a 'client has run out of available brokers to talk to' error when connecting to a kafka container in go-app container on docker?,go,2023,devops_cloud
stackoverflow,"[runtime not ready]: error: non-js exception: compiling js failed: 1283:3:import declaration must be at top level of module, js engine: hermes",javascript,2025,web frontend
stackoverflow,how to prevent debug and release configurations generating contradictory errors for 'unreachable code' and 'not all paths return a value',c++,2024,testing_qa
stackoverflow,can i move between contiguous sequences of fields of the same type in a struct using pointer arithmetic without alignof?,c,2024,embedded
stackoverflow,"pinterest api, i tried to exchange the code for an access token, but returned unexpected error code",perl,2023,web backend
stackoverflow,"in a component, services are available if declared as constructor parameters. but undefined if injected as member variables",typescript,2025,web frontend
stackoverflow,vercel response to preflight request doesn't pass access control check: no 'access-control-allow-origin' header is present on the requested resource,javascript,2025,web backend
stackoverflow,why does clang 20.1.2 with c++26 fail to find a derived class method when using explicit object parameters as a crtp replacement?,c++,2025,developer tools
stackoverflow,hibernate staleobjectstateexception after upgrading to 6.6.3: row was updated or deleted by another transaction or unsaved-value mapping was incorrect,java,2024,web backend
stackoverflow,"does allocating a buffer smaller than the size of a struct cause undefined behavior, even if i do not reference any would-be out-of-bounds members?",c,2025,embedded
stackoverflow,is there a way to set/configure gdb to print ip addresses fields in the friendly three dot string format instead doing manual conversions?,c,2025,developer tools
stackoverflow,ios app not running in background when downloaded from testflight. but will run perfectly when installed from xcode directly to device,swift,2024,mobile
stackoverflow,"how to load data (csv, json, yaml, parquet or any other data format) in the load function of a fully static (prerendered) sveltekit application?",javascript,2024,web frontend
stackoverflow,i am trying to send array of objects from front-end javascript to my method in asp.net web forms. error: https://localhost:44396/input.aspx/updatedata,javascript,2023,web backend
stackoverflow,how to create a fortran interface for a c function that takes a fortran function as input using fortran-c interoperability?,c,2024,embedded
stackoverflow,calculation of the rotation matrix between two coordinate systems with python in order to determin the target location for a ur5 robot end effector,python,2024,embedded
stackoverflow,rngp - autolinking: could not find project.android.packagename in react-native config output! could not autolink packages without this field,java,2025,mobile
stackoverflow,"when hooking using frida, certain locations are not hooked with error(unable to intercept function at 0040101d; please file a bug at value)",javascript,2024,security
stackoverflow,"ggplot2 fails with: error in grid.call(c_textbounds, as.graphicsannot(x$label), x$x, x$y, : polygon edge not found and missing fonts",r,2023,data_ai
stackoverflow,entity framework core: system.invalidoperationexception: a second operation was started on this context instance before a previous operation completed,c#,2023,web backend
stackoverflow,"""error code 0x1f : integrity check failed"" while loading an ak created with the ecc parentkeyconfig via go-attestation package",go,2024,security
stackoverflow,devise token auth confirmation link returns 500 error in production (aws fargate + nginx + rails),ruby,2025,web backend
stackoverflow,java.lang.illegalstateexception sink.aspublisher(fanout = false) only supports one subscriber when using custom playframework body parser as stream,scala,2024,web backend
stackoverflow,"""ssl peer certificate or ssh remote key was not ok [s3-eu-west-3.amazonaws.com]"" trying to hit s3 from aws batch",r,2025,devops_cloud
stackoverflow,can i use `std::memcpy` to copy an object of a class into an object of another class if both classes have the same sequence of members?,c++,2025,embedded
stackoverflow,mongodb error: no suitable servers found (`serverselectiontryonce` set): [socket timeout calling hello on 'localhost:27017']. topology type: single,php,2025,web backend
stackoverflow,"angular 16 - error firebaseerror: expected first argument to collection() to be a collectionreference, a documentreference or firebasefirestore",typescript,2023,web frontend
stackoverflow,"selenium::chrome gets ""unknown error: devtoolsactiveport file doesn't exist""",perl,2024,testing_qa
stackoverflow,entering and returning multiple values with (...) in a function without using tables?,lua,2023,developer tools
stackoverflow,how to run sbt offline (downloading all the dependecies and moving),scala,2025,developer tools
stackoverflow,"""error in initializeptr(): function 'cholmod_factor_ldeta' not provided by package matrix"" gets displayed while trying to generate mixed effects model",r,2024,data_ai
stackoverflow,macos x86_64 error with c/assembly language file: ld: symbol(s) not found for architecture x86_64 when compiling/linking assembly,c,2023,embedded
stackoverflow,"free form string for parameter in appintent? requestvaluedialog works, but filters responses and does not permit words like ""last"" or ""recent""",swift,2023,mobile
stackoverflow,syslog.1 file in ubuntu consuming 48 gb space due to repetitive logging of console message from program made in c,c,2025,embedded
stackoverflow,py4jjavaerror: an error occurred while calling z:org.apache.spark.api.python.pythonrdd.collectandserve. (pyspark issue),"scala, python",2024,data_ai
stackoverflow,spring boot 2.7 to 3 - java.lang.classnotfoundexception: could not load requested class : org.hibernate.tool.hbm2ddl.multiplelinessqlcommandextractor,java,2024,web backend
stackoverflow,make java use framework.jar instead of android.jar in an android gradle module when both are on the bootstrapclasspath,"java, kotlin",2025,mobile
stackoverflow,"why i keep getting message ""the network connection was lost. 1005"" but my connection works fine and the request in postman works fine too?",swift,2024,developer tools
stackoverflow,configuration iis express failed with the following error: file name: redirection.config error: unable to read configuration file,c#,2025,devops_cloud
stackoverflow,"xcode 15.0.1 | cocoapods 1.14.2 : build failed with error rsync: recv_generator: mkdir ""/users/.../_codesignature"" failed: operation not permitted",swift,2023,mobile
stackoverflow,com.fasterxml.jackson.databind.exc.mismatchedinputexception: cannot deserialize value of type `[]` from object value (token `jsontoken.start_object`),java,2023,data_ai
stackoverflow,firefox iframe issue on watir: watir's iframe handling issue with few methods. eg: wait_until and .html methods,ruby,2024,testing_qa
stackoverflow,"i am using esbuild to compile js for use in the browser. when i attempt to import css, i get [error] unexpected ""."" how can i go about fixing this?","typescript, javascript",2023,web frontend
stackoverflow,"flutter: module was compiled with an incompatible version of kotlin. the binary version of its metadata is 1.9.0, expected version is 1.7.1",kotlin,2024,mobile
stackoverflow,how to compare pronouncation accuracy of a recoreded voice with an audio file already on device and return similarity percentage in android kotlin,kotlin,2023,mobile
stackoverflow,kotlin - coroutine - what is the exact difference between launching coroutine by coroutinescope(dispatchers.io).launch vs globalscope.launch,kotlin,2023,mobile
stackoverflow,"why does code completion not work for "".tpp"" file extension in neovim?","c++, lua",2024,developer tools
stackoverflow,how to filter all observations for the last measurement year prior a cut-off year and all of the observations for all years past the cut-off year,r,2024,data_ai
stackoverflow,is there a way to find out what interfaces my struct implements either through go cmdline or ide (intellij)?,go,2024,developer tools
stackoverflow,how do i control my own programmed kotlin wear os stopwatch app with the bluetooth headset buttons skip forward and skip backward?,kotlin,2024,mobile
stackoverflow,creating a public typealias to combine multiple protocols in one swift package/target and conforming to it in other targets,swift,2024,developer tools
stackoverflow,how to create and apply a new layout with _imports.razor's directives then embed this into existing templated authorization project?,c#,2025,web frontend
stackoverflow,error ng2003: no suitable injection token for parameter 'exportasservice' – ngx-export-as issue in angular component reuse,typescript,2025,web frontend
stackoverflow,navigationlinks don't open with list with selection inside navigationstack. show toolbar between views inside navigationstack,swift,2024,mobile
stackoverflow,why can a mutable reference variable be mutated-through even when it itself is not declared mut?,rust,2025,data_ai
stackoverflow,why does creating a pointer to a node on the stack cause my linked list display function to go in an infinite loop after two insertions?,c++,2024,data_ai
stackoverflow,"why doesn't the compiler optimize strlen() calls in a loop, despite it being a pure function? and how would [[reproducible]] affect this?",c,2024,developer tools
stackoverflow,what's the process for implementing dynamic selection of configuration files in a codebase that supports multiple devices?,c,2023,embedded
stackoverflow,"how to plot nonlinear regression function (nls) with ggplot2 geom_smooth using a self-starter function. easy with drm, hard with nls",r,2024,data_ai
stackoverflow,"given an array of strings, write a function that returns an array of objects representing each unique string and its frequency in the original array",javascript,2023,data_ai
stackoverflow,"in typescript, can you define a function type where each argument can be one of multiple types, without using a rest parameter when implementing it?",typescript,2023,developer tools
stackoverflow,invalid `prisma.profile.findunique()` invocation: inconsistent column data: malformed objectid: invalid character 'u' was found at index 0,"typescript, javascript",2023,developer tools
stackoverflow,lua table.sort invokes the comparing function with the same element,lua,2024,embedded
stackoverflow,how to match 1 variable in dataframe with potential values in many other variables to compute indicator using tidyverse r?,r,2025,data_ai
stackoverflow,"flutter - how to turn off the suggested emojis when searching for emoji on the keyboard, when focusing on the input field?",dart,2024,mobile
stackoverflow,best approach to avoid creating an object with all nullable fields but still use null safety in kotlin while using spring jpa with hibernate,kotlin,2023,web backend
stackoverflow,"how can i handle ""include"" in ldif using `net::ldap::ldif->read_entry()`?",perl,2025,developer tools
stackoverflow,how to avoid needlessly unwrapping an optional in a button's action closure when you already checked that it's not nil in .disabled,swift,2025,mobile
stackoverflow,can i safely use both jdbc and r2dbc with exposed in the same kotlin application without transaction context conflicts?,kotlin,2025,data_ai
stackoverflow,"why does the trigger execution log for a sendemail function of my google script project says it's completed, and yet no actual emails are being sent?",javascript,2024,developer tools
stackoverflow,how to force nodejs v19+ to use tls 1.2 to avoid write eproto ssl routines:ssl3_read_bytes:sslv3 alert handshake failure...ssl alert number 40,typescript,2023,web backend
stackoverflow,"fata[0005] failed to create api: unable to run post-scaffold tasks of ""base.go.kubebuilder.io/v3"": exit status 2",go,2024,devops_cloud
stackoverflow,error response from daemon: failed to create task for container: failed to create shim task: oci runtime create failed golang multi stage dockerizatio,go,2024,devops_cloud
stackoverflow,"flutter 3.24.3 dart:js_interop (not using soon to be deprecated ""js"" package) access data from a statefulwidget example",dart,2024,mobile
stackoverflow,error while configuring jdtls on neovim 0.12 without using any plugin,lua,2025,developer tools
stackoverflow,"getting a ""supertypes of the following classes cannot be resolved.... unresolved supertypes: org.junit.runners.model.statement"" build error",kotlin,2023,testing_qa
stackoverflow,"i'm trying to make a login system in c language that hides the password with '*' while inputting, and loops back when the user enters the wrong info",c,2024,embedded
stackoverflow,r graphics engine version 16 is not supported by this version of rstudio. the plots tab will be disabled until a newer version of rstudio is installed,r,2023,developer tools
stackoverflow,confounding differing behavior of the perl module `file::glob`'s subroutine `bsd_glob` in node-red on sonoma,perl,2024,embedded
stackoverflow,error: `cannot find attribute in this scope` when using custom proc_macro with attributes written with darling in rust,rust,2023,developer tools
stackoverflow,calling function of an external inline c block from another perl modules inline c block,perl,2023,embedded
stackoverflow,how can i style a swift chart axis to have ticks above bottom grid line and always have a start and end tick,swift,2025,mobile
stackoverflow,"issues with asdf, color, and ruby version in wsl2 ubuntu terminal, but no problems in vscode terminal",ruby,2024,developer tools
stackoverflow,"using pprint, can i exclude the named argument from some (""value""), but not those of other case classes?",scala,2025,developer tools
stackoverflow,"make tabview content background transparent so that a ""constant"" uiviewrepresentable wkwebview can be displayed behind it",swift,2025,mobile
stackoverflow,powerbi on-premises data gateway unable to connect to sql server: the certificate chain was issued by an authority that is not trusted,c#,2025,data_ai
stackoverflow,unable to pass command-line options to systemx from ipc::system::simple,perl,2024,developer tools
stackoverflow,is there a way to let an entitytranslationgesturerecognizer recognize touches on the entity when another entity is in front of it?,swift,2023,iot
stackoverflow,.net maui system.objectdisposedexception: 'cannot access a disposed object. object name: 'microsoft.maui.platform.layoutviewgroup'.',c#,2025,mobile
stackoverflow,"why are my vif scores so low, but in my ols regression results, i get a warning: the condition number is large 1.98 * 10^3, possible multicollinearity",python,2024,data_ai
stackoverflow,ruby: nomethoderror: undefined method `name' for nil /snap/ruby/323/lib/ruby/3.3.0/bundler/spec_set.rb:248:in `each',ruby,2024,developer tools
stackoverflow,"how to change nvim-tree's ""s"" keymap to ""ss"" in neovim and issues with disabling ""s"" keymap?",lua,2023,developer tools
stackoverflow,nomethoderror (undefined method `expired?' for nil:nilclass): error for rails 7 api only omniauth using react,ruby,2023,web backend
stackoverflow,"numpy slicing problem: possible way to reduce array size while retaining the boundaries condition, equal spacing elements and symmetry around 0",python,2025,data_ai
stackoverflow,failed with exception: io.ktor.serialization.contentconvertexception: no suitable converter found for typeinfo,kotlin,2025,web backend
stackoverflow,"""no_document_received"": ""the document element did not contain the encoded document, 'documentid=<x>'possibly missing from content-disposition header.""",php,2023,testing_qa
stackoverflow,"rust streams: how to transform a trystream<ok = vec<item>, error = myerrortype>> into trystream<ok = item, error = myerrortype>",rust,2023,data_ai
stackoverflow,perl script to find and replace attributes in an xml based on values from separate text file,perl,2024,developer tools
stackoverflow,"type 'promise<(string[] | undefined)[]>' is missing the following properties from type 'etablissement[]': length, pop, push, concat, and 29 more",typescript,2023,developer tools
stackoverflow,get rid of warning: passing argument of non-sendable type 'avassetexportsession' outside of main actor-isolated context may introduce data races,swift,2024,mobile
stackoverflow,"unable to connect to a dockerized database. i am getting hostname resolving error when i try to connect from golang server, what should be done?",go,2023,devops_cloud
stackoverflow,how to override a varargs java method in a scala class which is still callable in both scala and java variadically?,"java, scala",2025,developer tools
stackoverflow,how to create an array[t | null] where t is a type parameter with `anyref` as upper bound,scala,2024,developer tools
stackoverflow,go (golang) gorilla/mux server returns 404 when there is an empty string between two slashes in http path,go,2025,web backend
stackoverflow,unable to get desired output for reactjs frontend project as css and fontawesome icons aren't working while running on browser,javascript,2025,web frontend
stackoverflow,"why the default implementation of foo.pb.go use global registry, can i modify it to avoid namesapce conflict?",go,2024,developer tools
stackoverflow,sigsegv on x86/x64 due to conflict between raw memory access and ds register in c compiled with tcc as jit engine on linux,c,2024,embedded
stackoverflow,flutter ios build error after ios 26 rollout: unable to find destination specifier on both simulator and physical device,swift,2025,mobile
stackoverflow,error originates in the macro `$crate::sqlx_macros::expand_query` which comes from the expansion of the macro `sqlx::query_as`,rust,2023,data_ai
stackoverflow,is it possible in java for a task scheduled with scheduleatfixedrate to start executing before the returned scheduledfuture has been assigned?,java,2025,web backend
stackoverflow,couldn't get a list of tags. unexpectadly did not find the new dependency in the package graph. package could not be resolved xcode 16.1,swift,2024,mobile
stackoverflow,"how to handle ""the import cannot be resolved"" compilation errors on some javax.* imports while upgrading to spring boot 3 and migrating to jakarta.*?",java,2023,web backend
stackoverflow,"treesitter says ""no parser for lua"" after adding lazy.nvim to my config",lua,2024,developer tools
stackoverflow,"how do i correctly store the certificate chain (rootca -> server csr) into a keystore in scala, with self-signed certificates?","java, scala",2025,security
stackoverflow,"swiftui: how do you get the keyboard to not push up controls at very bottom of view, but still push up view to adjust for active textfield?",swift,2024,mobile
stackoverflow,how can i efficiently copy the entries from one map to another map where the target map has multiple reference variables?,javascript,2025,developer tools
stackoverflow,regular expression not catching case labels in file,scala,2025,developer tools
stackoverflow,flutter native splash: logo looks blurry and branding image (skyline) doesn’t stretch full width,dart,2025,mobile
stackoverflow,how to raise an error when converting a non-numeric string to float,ruby,2025,data_ai
stackoverflow,perl script crashes with mremap_chunk(): invalid pointer or segmentation fault after exit 0,perl,2025,developer tools
stackoverflow,"go lang chaincode is not installed on hyperledger fabric peer with return build error, even if it is build successfully out side the fabric network",go,2023,blockchain
stackoverflow,i'm using the androidpublisher.newservice from the go package to use the google play developer api. which of the following methods is correct?,go,2023,mobile
stackoverflow,calling different functions of a dll from different threads simultaneously segfaults or gives a status_stack_buffer_overrun,rust,2024,embedded
stackoverflow,"flutter - module was compiled with an incompatible version of kotlin. the binary version of its metadata is 1.9.0, expected version is 1.6.0",kotlin,2023,mobile
stackoverflow,"how can i get a constexpr size from a std::set, which i can use to return a std::array with the number of elements in the std::set in c++23?",c++,2024,developer tools
stackoverflow,"when i disable the default help option and add it as a custom arg, it says that help is a required argument",rust,2024,developer tools
stackoverflow,scala in emacs: lsp server fails to start due to semgrep-ls server startup failure related to yojson and git rev-prse,scala,2024,developer tools
stackoverflow,"why aren't laravel's flash messages persisting after redirect in laravel 11, and how can i fix this while still using the redirect()->with() method?",php,2024,web backend
stackoverflow,how to check if an optional struct field is set using 'x-kubernetes-validations' and cel expressions?,go,2025,data_ai
stackoverflow,"how to ""pack"" a variable amount of outputs from a function in lua?",lua,2023,developer tools
stackoverflow,how to setup goland (or any other jetbrains product) for wasm development with golang,go,2025,web frontend
stackoverflow,"for a closed-source python library, do you need a setup.py file or is that just for pypi publication? this package will only be used amongst my team",python,2023,developer tools
stackoverflow,how to create a searchable dropdown/autocomplete textfield in jetpack compose without the suggestion list stealing focus?,kotlin,2025,mobile
stackoverflow,why thread name is defaultdispatcher-worker even though i specify function to run on dispatchers.io? and why the number of threads is so high?,kotlin,2024,developer tools
stackoverflow,"r: microbenchmark library, how to best create a table of multiple timing results where the results also need to be modified. ideally functionised",r,2024,developer tools
stackoverflow,"bpf_skb_load_bytes - array loading when len could be 0 - invalid access to memory, min value is outside of the allowed memory range",c,2023,embedded
stackoverflow,"how to install the cpan perl module win32api::registry and win32::tieregistry under wsl (on windows 11, 64 bit)?",perl,2023,developer tools
stackoverflow,"error "" ... duplicate typename 'authorizationstatus' detected, can't auto-rename.."" while using oapi-codegen to generate client code",go,2024,developer tools
stackoverflow,.net install tools extensions for vscode don't work with setting dotnetacquisitionextension.existingdotnetpath = c:\\ local installation \dotnet,c#,2024,developer tools
stackoverflow,how can i create a variable that tracks the total time spent in a roblox game even after rejoining?,lua,2023,game
stackoverflow,lightroom classic sdk: how to get containing folder for photo,lua,2025,developer tools
stackoverflow,"nvim ""failed to run config for nvim-dap"", loader.lua:369 attemp to call field 'setup' (a nil value)",lua,2023,developer tools
stackoverflow,is there a simple scala 3 example of how to use `quoted.type` as replacement for `typetag`?,scala,2023,developer tools
stackoverflow,go tcp package: unexpected rst packet during 3-way handshake implementation without net package,go,2025,embedded
stackoverflow,resetting option setpendingintentbackgroundactivitystartmode to system_defined from the options provided by the pending intent creator because this,java,2024,embedded
stackoverflow,"my struct has a field implementing a generic trait g<t>, but it has no fields using t directly. is this a legitimate use of phantomdata?",rust,2025,embedded
stackoverflow,'builtin_function_or_method' object cannot be interpreted as an integer when trying to call rust function from python,"rust, python",2025,developer tools
stackoverflow,lua neovim plugin load nvim_buf_clear_namespace when textchange,lua,2023,embedded
stackoverflow,is this a reasonable way to construct the syntax node of an abstract syntax tree in c++ (or is there a safer or more memory-efficient construction)?,c++,2023,embedded
stackoverflow,blazor c# following value (testinput) is not appearing in binding nor is the form breakpoint getting hit in submitanswers method in vs 2022,c#,2025,web frontend
stackoverflow,spark on dataproc: slow data insertion into bigquery for large datasets (~30m records),scala,2024,data_ai
stackoverflow,what is the correct signature for a rust function which wants to iterate several times over an iterator/collection and avoid unnecessary cloning,rust,2024,data_ai
